Virus Name,Virus Protein,Human Protein,Bait_Prey,PreyGene,MIST,Reproducibility,Specificity,Abundance,SaintScore,BFDR,AvgSpec,Spec,CtrlCounts,FoldChange
SARS-CoV2,nsp11,O75400,nsp11-O75400,PRPF40A,0.339509072,0.99730260,0.046401852,0.000396941,0,0.61,4,4|4|4,3|3|3|5|3|5|2|2|4|3|5,1.16
SARS-CoV2,nsp11,O75419,nsp11-O75419,CDC45,0.206696161,0.47551375,0.087503466,0.000235348,0.33,0.19,1.33,0|1|3,0|0|0|0|0|0|0|0|0|0|0,13.33
SARS-CoV2,nsp11,O75475,nsp11-O75475,PSIP1,0.313459856,0.82651257,0.085270665,0.000342405,0.21,0.37,2,1|4|1,1|1|2|4|1|0|0|2|0|1|1,1.69
SARS-CoV2,nsp11,O75489,nsp11-O75489,NDUFS3,0.008009294,0.00000000,0.011682555,0.000131782,0,0.69,0.33,0|0|1,0|0|0|0|0|0|0|0|0|0|0,3.33
SARS-CoV2,nsp11,O75494,nsp11-O75494,SRSF10,0.253052582,0.00000000,0.36914395,0.000119626,0,0.69,0.33,1|0|0,0|0|0|0|0|0|0|0|0|0|0,3.33
SARS-CoV2,nsp11,O75531,nsp11-O75531,BANF1,0.215984266,0.63013999,0.031455626,0.000676151,0,0.69,0.67,1|1|0,2|2|3|4|0|0|0|0|0|0|0,0.67
SARS-CoV2,nsp11,O75533,nsp11-O75533,SF3B1,0.310045969,0.91223452,0.041711098,0.000147579,0.18,0.39,2,3|1|2,1|1|1|1|0|1|1|1|2|0|3,1.83
SARS-CoV2,nsp11,O75554,nsp11-O75554,WBP4,0.1315851,0.00000000,0.191951457,7.67E-05,0,0.69,0.33,0|1|0,0|0|0|0|0|0|0|0|0|0|0,3.33
SARS-CoV2,nsp11,O75600,nsp11-O75600,GCAT,0.364274809,0.96516641,0.096993854,0.000295474,0.32,0.23,1.33,1|2|1,0|0|0|0|0|0|0|0|0|0|1,13.33
SARS-CoV2,nsp11,O75607,nsp11-O75607,NPM3,0.347609983,0.62969160,0.223671457,0.000371531,0,0.69,0.67,1|0|1,0|0|0|0|0|0|0|0|0|0|0,6.67
SARS-CoV2,nsp11,O75643,nsp11-O75643,SNRNP200,0.242429484,0.63013999,0.070038695,2.82E-05,0,0.69,0.67,1|1|0,0|0|0|0|0|0|0|0|0|0|0,6.67
SARS-CoV2,nsp11,O75694,nsp11-O75694,NUP155,0.325005654,0.97342522,0.035993164,0.00018409,0,0.58,2.67,3|2|3,5|1|2|1|2|2|1|1|4|5|2,1.13
SARS-CoV2,nsp11,O75746,nsp11-O75746,SLC25A12,0.032404087,0.00000000,0.047269672,4.25E-05,0,0.69,0.33,0|1|0,0|0|0|0|0|0|0|0|0|0|0,3.33
SARS-CoV2,nsp11,O75880,nsp11-O75880,SCO1,0.226433699,0.62693712,0.048144492,0.000211382,0,0.69,0.67,0|1|1,0|0|0|0|0|0|0|0|0|0|0,6.67
SARS-CoV2,nsp11,O75937,nsp11-O75937,DNAJC8,0.330422189,0.89207158,0.080481636,0.003419212,0.42,0.14,9.33,4|16|8,3|2|1|9|5|3|1|1|2|4|3,3.02
SARS-CoV2,nsp11,O75940,nsp11-O75940,SMNDC1,0.293456283,0.89383933,0.025781897,0.001054856,0,0.61,2.67,1|4|3,3|4|3|4|5|5|1|2|3|2|3,0.84
SARS-CoV2,nsp11,O76003,nsp11-O76003,GLRX3,0.367144617,0.62693712,0.253407602,0.000379857,0.64,0.08,1.33,0|2|2,1|0|0|0|0|0|0|0|0|0|0,13.33
SARS-CoV2,nsp11,O76021,nsp11-O76021,RSL1D1,0.00560026,0.00000000,0.008168923,6.40E-05,0,0.69,0.33,1|0|0,0|0|0|0|0|0|0|0|0|0|0,3.33
SARS-CoV2,nsp11,O76031,nsp11-O76031,CLPX,0.020682124,0.00000000,0.030169942,5.50E-05,0,0.69,0.33,0|0|1,0|1|0|1|1|0|0|0|0|1|0,0.92
SARS-CoV2,nsp11,O94903,nsp11-O94903,PLPBP,0.328124473,0.98277583,0.036324837,0.001276497,0,0.69,3.67,4|3|4,7|6|4|4|3|3|4|4|4|5|6,0.81
SARS-CoV2,nsp11,O95232,nsp11-O95232,LUC7L3,0.324583442,0.98810186,0.028742566,0.0035333,0,0.69,16,14|16|18,18|19|18|21|25|18|17|18|21|8|14,0.89
SARS-CoV2,nsp11,O95336,nsp11-O95336,PGLS,0.334354917,0.96516641,0.053346071,0.000479859,0.03,0.51,1.33,1|2|1,1|0|0|0|1|1|0|1|2|2|7,0.98
SARS-CoV2,nsp11,O95372,nsp11-O95372,LYPLA2,0.324256148,0.94671115,0.046919952,0.000546797,0.11,0.44,1.33,2|1|1,2|2|3|2|0|0|0|0|0|0|0,1.63
SARS-CoV2,nsp11,O95433,nsp11-O95433,AHSA1,0.029026918,0.00000000,0.042342795,8.53E-05,0,0.69,0.33,0|1|0,0|0|0|0|0|0|0|0|0|0|0,3.33
SARS-CoV2,nsp11,O95456,nsp11-O95456,PSMG1,0.039534587,0.00000000,0.057670917,0.000100123,0,0.69,0.33,0|1|0,0|0|0|0|0|0|0|0|0|0|1,3.33
SARS-CoV2,nsp11,O95801,nsp11-O95801,TTC4,0.062292085,0.00000000,0.090869048,7.45E-05,0,0.69,0.33,0|1|0,0|0|0|0|0|0|0|0|0|0|0,3.33
SARS-CoV2,nsp11,O95831,nsp11-O95831,AIFM1,0.383634107,0.94874417,0.132620929,0.000854893,0.79,0.02,5.67,4|9|4,0|0|6|4|1|0|0|0|0|0|0,5.67
SARS-CoV2,nsp11,O95881,nsp11-O95881,TXNDC12,0.33169197,0.98711718,0.039565673,0.002356157,0,0.64,4.33,5|5|3,5|5|7|5|5|4|2|6|4|4|3,0.95
SARS-CoV2,nsp11,P00338,nsp11-P00338,LDHA,0.011576192,0.00000000,0.016886223,8.69E-05,0,0.69,0.33,0|1|0,0|1|2|1|0|0|0|0|0|0|0,0.92
SARS-CoV2,nsp11,P00367,nsp11-P00367,GLUD1,0.037264512,0.00000000,0.054359732,6.23E-05,0,0.69,0.33,0|0|1,0|0|0|0|0|0|0|0|0|0|0,3.33
SARS-CoV2,nsp11,P00441,nsp11-P00441,SOD1,0.378053873,0.89394920,0.149138809,0.00127202,0.38,0.16,2,2|1|3,3|1|1|0|0|0|0|0|1|1|0,3.14
SARS-CoV2,nsp11,P00492,nsp11-P00492,HPRT1,0.323419249,0.94466736,0.046610874,0.001477987,0.04,0.51,3.33,4|2|4,2|3|3|2|1|2|1|2|4|2|2,1.53
SARS-CoV2,nsp11,P00558,nsp11-P00558,PGK1,0.358701266,0.99300920,0.076329396,0.000599793,0.25,0.35,2.67,3|3|2,1|2|1|2|3|0|0|0|1|1|2,2.26
SARS-CoV2,nsp11,P04075,nsp11-P04075,ALDOA,0.243284104,0.62693712,0.072724122,0.000349594,0.16,0.4,1.33,0|2|2,1|1|1|1|2|0|0|1|2|0|1,1.47
SARS-CoV2,nsp11,P04080,nsp11-P04080,CSTB,0.334693238,0.99946382,0.038351521,0.006428425,0,0.64,6.67,7|7|6,5|7|6|4|5|5|5|6|8|3|5,1.24
SARS-CoV2,nsp11,P04350,nsp11-P04350,TUBB4A,0.255493197,0.52720161,0.135423411,0.000265425,0.33,0.19,1.33,1|3|0,0|0|0|0|0|0|0|0|0|0|0,13.33
SARS-CoV2,nsp11,P04406,nsp11-P04406,GAPDH,0.321296086,0.95437650,0.039145095,0.00133417,0,0.62,4.67,3|5|6,7|6|3|4|2|3|3|4|7|2|4,1.14
SARS-CoV2,nsp11,P04843,nsp11-P04843,RPN1,0.262673987,0.82814301,0.010452668,0.000271086,0.33,0.19,1.67,1|1|3,0|0|0|0|0|0|0|0|0|0|0,16.67
SARS-CoV2,nsp11,P04844,nsp11-P04844,RPN2,0.002735386,0.00000000,0.003989896,4.57E-05,0,0.69,0.33,0|1|0,0|0|0|0|0|0|0|0|0|0|0,3.33
SARS-CoV2,nsp11,P05023,nsp11-P05023,ATP1A1,0.332477129,0.97467866,0.046322416,0.00084622,1,0,9.33,9|13|6,0|0|0|0|0|0|0|0|1|0|0,93.33
SARS-CoV2,nsp11,P05114,nsp11-P05114,HMGN1,0.33310284,0.97984497,0.044876772,0.004663787,0.06,0.49,5,4|7|4,1|4|4|6|6|0|1|2|3|2|4,1.67
SARS-CoV2,nsp11,P05141,nsp11-P05141,SLC25A5,0.344383266,0.99965701,0.052421135,0.004006171,0.99,0,12.67,13|14|11,3|4|4|5|3|2|4|3|5|0|0,4.22
SARS-CoV2,nsp11,P05165,nsp11-P05165,PCCA,0.335524406,0.96252912,0.056216394,0.003086465,0,0.69,23.33,27|16|27,24|29|17|10|11|21|24|7|29|21|21,1.2
SARS-CoV2,nsp11,P05166,nsp11-P05166,PCCB,0.349467636,0.98756589,0.06528529,0.003391271,0,0.67,19.33,24|18|16,18|20|6|5|6|19|18|4|27|16|13,1.4
SARS-CoV2,nsp11,P05198,nsp11-P05198,EIF2S1,0.228334383,0.49276788,0.111300883,0.000476611,0.32,0.31,1.67,0|4|1,0|0|0|3|0|0|0|0|0|0|0,6.11
SARS-CoV2,nsp11,P05204,nsp11-P05204,HMGN2,0.334580421,0.98664722,0.043921963,0.010269927,0,0.62,9.67,9|9|11,4|3|7|8|6|5|6|7|9|9|5,1.54
SARS-CoV2,nsp11,P05386,nsp11-P05386,RPLP1,0.320259854,0.94671115,0.041085408,0.001107982,0.11,0.43,1.33,2|1|1,1|2|1|1|0|0|0|0|4|0|0,1.63
SARS-CoV2,nsp11,P05387,nsp11-P05387,RPLP2,0.148025503,0.43138215,0.021766632,0.001665221,0.01,0.55,2,5|0|1,2|8|5|6|0|1|0|0|6|1|2,0.71
SARS-CoV2,nsp11,P05388,nsp11-P05388,RPLP0,0.010798971,0.00000000,0.015752333,9.89E-05,0,0.69,0.33,1|0|0,0|2|1|2|0|0|0|0|1|0|0,0.61
SARS-CoV2,nsp11,P06493,nsp11-P06493,CDK1,0.335556,0.87293384,0.096605428,0.000962445,0.62,0.1,3,1|4|4,0|0|0|0|0|0|0|0|2|1|2,6.6
SARS-CoV2,nsp11,P06576,nsp11-P06576,ATP5F1B,0.305212628,0.96610438,0.010412555,0.000424814,0,0.69,2.33,2|2|3,4|4|8|5|4|2|2|2|2|2|3,0.68
SARS-CoV2,nsp11,P06733,nsp11-P06733,ENO1,0.332078983,0.98598792,0.040645582,0.001539689,0,0.66,7,6|7|8,12|7|7|8|7|4|6|4|6|4|5,1.1
SARS-CoV2,nsp11,P06748,nsp11-P06748,NPM1,0.23752461,0.69109490,0.035436809,0.001478628,0,0.63,4.67,10|3|1,4|15|14|15|2|0|0|1|10|3|2,0.78
SARS-CoV2,nsp11,P07195,nsp11-P07195,LDHB,0.327051281,0.94355848,0.052416303,0.000550841,0.38,0.16,2,2|3|1,1|1|1|1|1|0|0|0|2|0|0,3.14
SARS-CoV2,nsp11,P07305,nsp11-P07305,H1F0,0.021997502,0.00000000,0.032086441,0.000323113,0.1,0.45,0.67,2|0|0,1|2|3|1|1|0|0|0|1|0|0,0.81
SARS-CoV2,nsp11,P07355,nsp11-P07355,ANXA2,0.323591521,0.89986125,0.067036117,0.000570456,0.05,0.49,2,1|2|3,2|2|2|2|0|2|1|1|2|2|1,1.29
SARS-CoV2,nsp11,P07437,nsp11-P07437,TUBB,0.330036462,0.99219105,0.034873228,0.001646191,0.03,0.52,7.67,8|7|8,5|4|7|3|6|2|2|5|4|2|3,1.96
SARS-CoV2,nsp11,P07737,nsp11-P07737,PFN1,0.352407897,0.99730260,0.065215798,0.000678343,0,0.69,1,1|1|1,1|1|2|1|2|1|1|0|1|0|1,1
SARS-CoV2,nsp11,P07814,nsp11-P07814,EPRS,0.008550218,0.00000000,0.012472604,2.07E-05,0,0.69,0.33,1|0|0,0|0|1|1|2|1|1|1|0|0|2,0.41
SARS-CoV2,nsp11,P07900,nsp11-P07900,HSP90AA1,0.014816172,0.00000000,0.021612984,4.28E-05,0,0.69,0.33,1|0|0,0|0|0|1|0|0|0|1|0|0|0,1.83
SARS-CoV2,nsp11,P07910,nsp11-P07910,HNRNPC,0.030305081,0.00000000,0.044202738,0.000614548,0.13,0.42,2,6|0|0,0|7|7|3|0|0|1|0|6|0|0,0.92
SARS-CoV2,nsp11,P07919,nsp11-P07919,UQCRH,0.418623891,0.99730260,0.16180639,0.001043605,0,0.69,1,1|1|1,0|0|0|0|1|0|0|0|0|0|0,10
SARS-CoV2,nsp11,P08195,nsp11-P08195,SLC3A2,0.330933914,0.97342522,0.044639185,0.000406458,0.98,0,2.67,3|2|3,0|0|0|0|0|0|0|0|0|0|0,26.67
SARS-CoV2,nsp11,P08237,nsp11-P08237,PFKM,0.337992055,0.99730260,0.044191269,0.000121754,0,0.69,1,1|1|1,0|0|0|0|0|0|0|0|0|0|0,10
SARS-CoV2,nsp11,P08238,nsp11-P08238,HSP90AB1,0.005240595,0.00000000,0.007644435,4.33E-05,0,0.69,0.33,1|0|0,1|1|0|2|1|1|1|0|1|0|0,0.46
SARS-CoV2,nsp11,P08559,nsp11-P08559,PDHA1,0.028696737,0.00000000,0.041861105,8.92E-05,0,0.69,0.33,0|0|1,0|0|0|0|0|0|0|0|0|0|0,3.33
SARS-CoV2,nsp11,P08579,nsp11-P08579,SNRPB2,0.334595911,0.99730260,0.039234472,0.00042208,0,0.69,1,1|1|1,0|1|1|1|1|0|1|1|1|0|0,1.57
SARS-CoV2,nsp11,P08670,nsp11-P08670,VIM,0.264325914,0.70852775,0.066681524,0.002180504,0.31,0.31,10.67,23|3|6,1|12|12|16|0|0|1|0|8|0|0,2.35
SARS-CoV2,nsp11,P08708,nsp11-P08708,RPS17,0.328836811,0.99381497,0.03233543,0.008190874,0,0.68,11.67,10|13|12,15|13|13|16|12|9|7|12|14|8|6,1.03
SARS-CoV2,nsp11,P08865,nsp11-P08865,RPSA,0.333779359,0.98309193,0.044423063,0.002273665,0,0.63,7,7|6|8,7|3|6|10|3|4|4|7|6|6|4,1.28
SARS-CoV2,nsp11,P09012,nsp11-P09012,SNRPA,0.049119715,0.00000000,0.071653376,0.000102254,0,0.69,0.33,0|1|0,0|0|1|3|0|0|0|0|0|0|0,0.92
SARS-CoV2,nsp11,P09429,nsp11-P09429,HMGB1,0.330117441,0.98315271,0.039027569,0.005293265,0,0.66,12,9|14|13,12|10|7|18|12|5|7|4|11|7|7,1.32
SARS-CoV2,nsp11,P09543,nsp11-P09543,CNP,0.02314866,0.00000000,0.033766736,0.000205479,0.33,0.19,1,0|3|0,0|0|0|1|0|0|0|0|0|0|0,10
SARS-CoV2,nsp11,P09622,nsp11-P09622,DLD,0.029829073,0.00000000,0.043513203,5.67E-05,0,0.69,0.33,0|1|0,1|0|0|0|0|0|0|0|0|0|0,3.33
SARS-CoV2,nsp11,P09651,nsp11-P09651,HNRNPA1,0.14078611,0.39320411,0.028399108,0.000498778,0.01,0.56,2,5|1|0,3|7|7|7|0|1|0|1|6|0|0,0.69
SARS-CoV2,nsp11,P09661,nsp11-P09661,SNRPA1,0.397554283,0.99157051,0.1336522,0.000857928,0.18,0.39,2.33,2|3|2,0|2|1|2|1|1|1|1|1|1|2,1.97
SARS-CoV2,nsp11,P09874,nsp11-P09874,PARP1,0.337137768,0.99129029,0.045609213,0.004933221,0,0.69,53,43|64|52,31|42|33|61|47|31|14|30|32|34|29,1.52
SARS-CoV2,nsp11,P0DJ07,nsp11-P0DJ07,PET100,0.350330764,0.62693712,0.228875817,0.00087159,0,0.69,0.67,0|1|1,0|0|0|0|0|0|0|0|0|0|0,6.67
SARS-CoV2,nsp11,P10412,nsp11-P10412,HIST1H1E,0.029527238,0.00000000,0.043069655,0.000429342,0.22,0.37,1,3|0|0,0|1|4|0|0|0|0|0|3|0|0,1.38
SARS-CoV2,nsp11,P10599,nsp11-P10599,TXN,0.328028293,0.98424959,0.035450526,0.009408757,0,0.66,10.33,9|10|12,8|7|12|8|10|5|7|8|10|5|9,1.28
SARS-CoV2,nsp11,P10809,nsp11-P10809,HSPD1,0.322220357,0.97983199,0.029032616,0.001785924,0,0.64,11,12|14|7,12|8|8|3|5|4|6|6|13|12|12,1.36
SARS-CoV2,nsp11,P11021,nsp11-P11021,HSPA5,0.328801356,0.99556397,0.031538311,0.003385386,0,0.58,23.33,21|25|24,15|11|10|11|12|10|12|7|11|12|10,2.12
SARS-CoV2,nsp11,P11142,nsp11-P11142,HSPA8,0.335078285,0.99559284,0.040662686,0.005595573,0,0.64,38,38|37|39,22|15|22|24|23|9|12|19|21|11|14,2.18
SARS-CoV2,nsp11,P11172,nsp11-P11172,UMPS,0.018134421,0.00000000,0.026453389,6.01E-05,0,0.69,0.33,0|1|0,0|0|0|0|0|0|0|0|0|0|0,3.33
SARS-CoV2,nsp11,P11177,nsp11-P11177,PDHB,0.226451738,0.59258649,0.063629032,0.000451372,0.65,0.05,1.67,0|2|3,0|0|0|1|0|0|0|0|0|0|0,16.67
SARS-CoV2,nsp11,P11387,nsp11-P11387,TOP1,0.333084568,0.98922416,0.040655606,0.001579419,0,0.67,12.67,14|11|13,11|12|16|13|12|10|10|7|10|5|8,1.22
SARS-CoV2,nsp11,P11498,nsp11-P11498,PC,0.337108403,0.99477230,0.043985885,0.006466994,0,0.69,80.33,91|76|74,88|80|55|48|44|63|67|42|86|64|68,1.25
SARS-CoV2,nsp11,P11586,nsp11-P11586,MTHFD1,0.32077103,0.97271950,0.030131222,0.000440809,0,0.69,4.33,3|5|5,8|3|8|9|2|2|2|2|7|7|5,0.87
SARS-CoV2,nsp11,P12004,nsp11-P12004,PCNA,0.315737909,0.93188837,0.041163674,0.000718121,0.65,0.05,2,1|3|2,0|0|0|0|0|0|0|0|0|0|0,20
SARS-CoV2,nsp11,P12236,nsp11-P12236,SLC25A6,0.342151166,0.99455806,0.051479982,0.001698598,0.65,0.04,5.33,6|5|5,2|2|2|2|2|1|1|2|1|1|2,3.26
SARS-CoV2,nsp11,P12270,nsp11-P12270,TPR,0.330259142,0.94671115,0.055681218,5.35E-05,0.08,0.46,1.33,2|1|1,1|1|0|0|2|1|1|1|1|1|1,1.47
SARS-CoV2,nsp11,P12956,nsp11-P12956,XRCC6,0.011110226,0.00000000,0.016206794,5.15E-05,0,0.69,0.33,1|0|0,0|7|2|5|0|1|0|0|1|0|0,0.23
SARS-CoV2,nsp11,P13010,nsp11-P13010,XRCC5,0.013881632,0.00000000,0.020249707,4.28E-05,0,0.69,0.33,1|0|0,0|6|0|3|0|0|0|0|0|0|0,0.41
SARS-CoV2,nsp11,P13639,nsp11-P13639,EEF2,0.32678688,0.96608550,0.041886089,0.001205854,0,0.63,11,7|15|11,13|14|8|10|8|3|7|9|8|3|6,1.36
SARS-CoV2,nsp11,P13667,nsp11-P13667,PDIA4,0.203725531,0.63013999,0.013578045,9.33E-05,0,0.69,0.67,1|1|0,2|0|0|0|0|0|0|0|0|0|1,2.44
SARS-CoV2,nsp11,P13797,nsp11-P13797,PLS3,0.314026397,0.96516641,0.023693941,0.000196514,0,0.69,1.33,1|2|1,3|2|3|1|2|2|1|1|3|3|2,0.64
SARS-CoV2,nsp11,P13995,nsp11-P13995,MTHFD2,0.352085236,0.98116711,0.072007674,0.000632223,0.97,0,2.33,3|2|2,0|0|0|0|1|0|0|0|0|0|0,23.33
SARS-CoV2,nsp11,P14174,nsp11-P14174,MIF,0.004030967,0.00000000,0.005878065,0.000250744,0,0.69,0.33,0|1|0,3|3|1|2|2|3|4|1|2|1|2,0.15
SARS-CoV2,nsp11,P14618,nsp11-P14618,PKM,0.354810467,0.98530522,0.074113145,0.001501019,0.63,0.1,8.33,9|7|9,8|3|1|3|0|1|2|2|3|4|2,3.16
SARS-CoV2,nsp11,P14866,nsp11-P14866,HNRNPL,0.196587273,0.50577105,0.059132672,0.000955163,0.18,0.39,6,15|2|1,5|13|11|7|1|0|1|1|10|1|1,1.29
SARS-CoV2,nsp11,P14868,nsp11-P14868,DARS,0.023617719,0.00000000,0.034452168,6.94E-05,0,0.69,0.33,0|0|1,0|0|1|1|1|0|1|2|0|0|0,0.61
SARS-CoV2,nsp11,P15311,nsp11-P15311,EZR,0.049476601,0.00000000,0.07217445,4.92E-05,0,0.69,0.33,0|1|0,0|0|0|0|0|0|0|0|0|0|0,3.33
SARS-CoV2,nsp11,P15531,nsp11-P15531,NME1,0.030857166,0.00000000,0.045011794,0.000189707,0,0.69,0.33,0|1|0,0|1|0|1|0|0|0|0|0|0|0,1.83
SARS-CoV2,nsp11,P15880,nsp11-P15880,RPS2,0.329434749,0.98216156,0.038497702,0.003000536,0,0.59,9.33,12|9|7,7|7|6|10|8|4|5|4|8|3|4,1.56
SARS-CoV2,nsp11,P16104,nsp11-P16104,H2AFX,0.32363305,0.56717142,0.216831027,0.000639996,0.3,0.32,1,2|1|0,1|1|0|0|0|0|0|0|0|0|0,5.5
SARS-CoV2,nsp11,P16152,nsp11-P16152,CBR1,0.336618941,0.98820290,0.046263868,0.002408963,0,0.65,7,8|6|7,7|8|6|6|8|3|5|5|8|5|6,1.15
SARS-CoV2,nsp11,P16402,nsp11-P16402,HIST1H1D,0.018230937,0.00000000,0.026593472,0.000141819,0,0.69,0.33,1|0|0,1|2|2|1|0|0|1|0|1|0|0,0.46
SARS-CoV2,nsp11,P16403,nsp11-P16403,HIST1H1C,0.318256676,0.94671115,0.038157402,0.001779014,0,0.62,4,6|3|3,3|7|6|4|4|5|2|2|5|3|4,0.98
SARS-CoV2,nsp11,P16615,nsp11-P16615,ATP2A2,0.308180622,0.92388280,0.033745268,0.000393138,0.99,0,4.33,2|6|5,0|0|0|0|0|0|0|0|0|0|0,43.33
SARS-CoV2,nsp11,P17028,nsp11-P17028,ZNF24,0.21066338,0.00000000,0.307308241,8.52E-05,0,0.69,0.33,1|0|0,0|0|0|0|0|0|0|0|0|0|0,3.33
SARS-CoV2,nsp11,P17096,nsp11-P17096,HMGA1,0.33027279,0.95760042,0.050777266,0.00268608,0.02,0.53,3,4|2|3,3|3|1|4|1|2|2|1|5|1|1,1.38
SARS-CoV2,nsp11,P17480,nsp11-P17480,UBTF,0.041043947,0.00000000,0.059873236,4.10E-05,0,0.69,0.33,1|0|0,0|0|0|0|0|0|0|0|0|0|0,3.33
SARS-CoV2,nsp11,P17812,nsp11-P17812,CTPS1,0.328442374,0.95687627,0.048448801,0.000872396,0.03,0.52,5.33,5|4|7,3|4|5|5|5|2|1|1|4|5|1,1.63
SARS-CoV2,nsp11,P17844,nsp11-P17844,DDX5,0.311070609,0.94116186,0.030175073,0.001447171,0,0.66,9.67,9|15|5,10|10|14|9|12|11|8|10|10|6|7,0.99
SARS-CoV2,nsp11,P17858,nsp11-P17858,PFKL,0.310414786,0.89383933,0.05052679,0.000321866,0.66,0.03,2.67,1|4|3,0|0|0|0|0|0|0|0|0|0|0,26.67
SARS-CoV2,nsp11,P17987,nsp11-P17987,TCP1,0.302385013,0.93188837,0.021688209,0.000337104,0.3,0.32,2,1|3|2,0|0|1|2|2|0|0|0|1|2|1,2.44
SARS-CoV2,nsp11,P18085,nsp11-P18085,ARF4,0.018209122,0.00000000,0.02656137,0.000174122,0,0.69,0.33,1|0|0,0|0|0|0|0|0|0|0|0|0|0,3.33
SARS-CoV2,nsp11,P18124,nsp11-P18124,RPL7,0.012187022,0.00000000,0.01777474,0.000379137,0.04,0.5,1,3|0|0,1|2|3|3|0|0|1|0|5|1|1,0.65
SARS-CoV2,nsp11,P18621,nsp11-P18621,RPL17,0.334500816,0.99746401,0.038994164,0.003750887,0,0.63,7.33,8|8|6,6|6|5|6|5|4|2|5|7|7|8,1.32
SARS-CoV2,nsp11,P18754,nsp11-P18754,RCC1,0.013797953,0.00000000,0.020127364,7.44E-05,0,0.69,0.33,1|0|0,1|1|2|2|0|1|0|0|1|0|1,0.41
SARS-CoV2,nsp11,P19338,nsp11-P19338,NCL,0.181128358,0.51894983,0.030653968,0.00053105,0.05,0.5,4,10|1|1,1|14|9|13|0|0|0|0|8|0|0,0.98
SARS-CoV2,nsp11,P20042,nsp11-P20042,EIF2S2,0.050176646,0.00000000,0.073194575,0.000173186,0.27,0.34,0.67,0|2|0,0|0|0|3|0|0|0|0|0|0|0,2.44
SARS-CoV2,nsp11,P20290,nsp11-P20290,BTF3,0.223352668,0.60276836,0.054521739,0.000897685,0.34,0.17,2,0|4|2,0|1|1|4|3|0|0|0|0|1|0,2.2
SARS-CoV2,nsp11,P20674,nsp11-P20674,COX5A,0.018187076,0.00000000,0.026529051,0.000192237,0,0.69,0.33,0|1|0,0|0|0|0|0|0|0|0|0|0|0,3.33
SARS-CoV2,nsp11,P20700,nsp11-P20700,LMNB1,0.188368008,0.55125971,0.026672462,0.000605985,0.1,0.44,3.67,8|0|3,3|9|6|4|1|1|0|0|9|0|0,1.22
SARS-CoV2,nsp11,P21266,nsp11-P21266,GSTM3,0.100970655,0.00000000,0.147291639,0.000128158,0,0.69,0.33,0|1|0,0|0|0|0|0|0|0|0|0|0|0,3.33
SARS-CoV2,nsp11,P21741,nsp11-P21741,MDK,0.319444093,0.97328929,0.027933484,0.001084934,0,0.69,1.67,2|2|1,4|0|4|3|3|2|2|1|4|0|0,0.8
SARS-CoV2,nsp11,P22061,nsp11-P22061,PCMT1,0.327025919,0.98879439,0.031969561,0.00633064,0,0.69,15.33,18|17|11,16|14|18|20|22|14|13|17|20|7|16,0.95
SARS-CoV2,nsp11,P22087,nsp11-P22087,FBL,0.322849858,0.94111741,0.047380038,0.001243938,0.4,0.15,4.33,5|6|2,1|3|4|5|1|1|0|1|2|1|0,2.51
SARS-CoV2,nsp11,P22102,nsp11-P22102,GART,0.344994701,0.99897647,0.053649864,0.000498689,0.06,0.48,5.33,5|6|5,4|2|7|4|1|3|2|3|4|0|0,1.96
SARS-CoV2,nsp11,P22234,nsp11-P22234,PAICS,0.267414741,0.62969160,0.106687088,0.000155606,0,0.69,0.67,1|0|1,1|0|0|0|0|0|0|0|1|1|0,2.44
SARS-CoV2,nsp11,P22314,nsp11-P22314,UBA1,0.266677381,0.60276836,0.117729486,8.74E-05,0.26,0.34,1,0|2|1,0|0|0|0|1|0|0|0|1|1|0,3.67
SARS-CoV2,nsp11,P22626,nsp11-P22626,HNRNPA2B1,0.201315538,0.54324938,0.049148247,0.002549103,0,0.64,9.67,23|5|1,9|28|26|26|0|2|4|1|21|2|1,0.89
SARS-CoV2,nsp11,P23193,nsp11-P23193,TCEA1,0.196225796,0.42894586,0.093179487,0.001284956,0.4,0.15,4.33,0|11|2,1|1|0|3|1|2|0|0|0|3|0,4.33
SARS-CoV2,nsp11,P23246,nsp11-P23246,SFPQ,0.323501134,0.97364380,0.033696937,0.000540847,0,0.62,4,5|3|4,1|10|6|8|2|2|2|2|5|4|1,1.02
SARS-CoV2,nsp11,P23284,nsp11-P23284,PPIB,0.331473619,0.99677397,0.034832465,0.010225507,0,0.69,23.33,26|23|21,21|25|24|22|20|21|18|18|23|20|21,1.1
SARS-CoV2,nsp11,P23396,nsp11-P23396,RPS3,0.332685176,0.99694852,0.036552668,0.006615471,0,0.66,17,19|17|15,21|10|15|15|8|5|6|12|12|12|8,1.51
SARS-CoV2,nsp11,P23528,nsp11-P23528,CFL1,0.323073772,0.98850734,0.026370278,0.002099579,0,0.69,3.67,3|4|4,6|7|6|6|5|6|2|3|8|2|4,0.73
SARS-CoV2,nsp11,P23588,nsp11-P23588,EIF4B,0.160084312,0.00000000,0.233523809,0.00023597,0.33,0.18,1.67,0|5|0,0|0|0|1|0|0|0|0|0|0|0,16.67
SARS-CoV2,nsp11,P23921,nsp11-P23921,RRM1,0.239200522,0.62969160,0.065529717,8.35E-05,0,0.69,0.67,1|0|1,2|0|0|1|0|0|0|0|0|2|1,1.22
