Virus Name,Virus Protein,Human Protein,Bait_Prey,PreyGene,MIST,Reproducibility,Specificity,Abundance,SaintScore,BFDR,AvgSpec,Spec,CtrlCounts,FoldChange
SARS-CoV2,nsp11,P24666,nsp11-P24666,ACP1,0.0143451,0.00000000,0.020924448,0.000198367,0,0.69,0.33,1|0|0,2|0|2|3|2|0|0|1|3|0|1,0.26
SARS-CoV2,nsp11,P24752,nsp11-P24752,ACAT1,0.195348827,0.00000000,0.284967186,0.000162953,0.32,0.23,0.67,0|0|2,0|0|0|0|0|0|0|0|0|0|0,6.67
SARS-CoV2,nsp11,P25205,nsp11-P25205,MCM3,0.340407553,0.99843253,0.047203032,0.000505826,0,0.58,4.33,4|5|4,6|4|4|3|4|0|0|2|3|2|7,1.36
SARS-CoV2,nsp11,P25398,nsp11-P25398,RPS12,0.318173777,0.95889743,0.03252913,0.004380831,0,0.64,6,7|4|7,8|7|7|7|5|3|4|4|9|2|3,1.12
SARS-CoV2,nsp11,P25705,nsp11-P25705,ATP5F1A,0.34093839,0.99642851,0.04886164,0.002543681,0.68,0.02,15,15|18|12,4|5|7|4|8|5|3|4|5|6|4,3
SARS-CoV2,nsp11,P25789,nsp11-P25789,PSMA4,0.064503007,0.00000000,0.094093957,0.000110481,0,0.69,0.33,0|1|0,0|0|0|0|0|0|0|0|0|0|0,3.33
SARS-CoV2,nsp11,P26038,nsp11-P26038,MSN,0.060490748,0.00000000,0.08823979,0.000249874,0.33,0.18,1.67,0|5|0,0|0|0|0|0|0|0|0|0|0|0,16.67
SARS-CoV2,nsp11,P26196,nsp11-P26196,DDX6,0.213578347,0.62693712,0.029391064,0.000263462,0.02,0.54,1.33,0|2|2,1|3|1|1|3|3|0|0|3|1|2,0.81
SARS-CoV2,nsp11,P26368,nsp11-P26368,U2AF2,0.330246703,0.99237154,0.035083957,0.003340133,0,0.68,16.67,15|17|18,15|16|16|24|18|16|11|13|16|10|11,1.1
SARS-CoV2,nsp11,P26373,nsp11-P26373,RPL13,0.254795724,0.79251699,0.014989016,0.000895706,0,0.63,2,4|1|1,3|4|6|4|1|3|3|3|5|4|3,0.56
SARS-CoV2,nsp11,P26583,nsp11-P26583,HMGB2,0.337371539,0.99584570,0.043870752,0.008293049,0,0.66,18.33,16|21|18,9|13|12|20|16|14|4|13|13|7|10,1.54
SARS-CoV2,nsp11,P26599,nsp11-P26599,PTBP1,0.321296814,0.96127975,0.03604265,0.000935553,0,0.63,5.33,7|6|3,7|7|6|6|3|3|2|3|8|5|4,1.09
SARS-CoV2,nsp11,P26641,nsp11-P26641,EEF1G,0.343401191,0.98557909,0.05734708,0.001422252,0.02,0.54,6.67,6|9|5,5|3|6|5|5|3|5|4|4|2|4,1.59
SARS-CoV2,nsp11,P26885,nsp11-P26885,FKBP2,0.007522369,0.00000000,0.010971626,0.000203067,0,0.69,0.33,0|1|0,1|2|2|2|1|1|1|0|2|1|1,0.26
SARS-CoV2,nsp11,P27635,nsp11-P27635,RPL10,0.327803744,0.97955462,0.037294456,0.002690482,0,0.64,6,6|5|7,7|6|6|6|5|5|5|7|6|3|3,1.12
SARS-CoV2,nsp11,P27694,nsp11-P27694,RPA1,0.028578934,0.00000000,0.04168959,5.09E-05,0,0.69,0.33,1|0|0,0|1|0|1|1|0|0|0|1|0|0,0.92
SARS-CoV2,nsp11,P27695,nsp11-P27695,APEX1,0.335171081,0.96636294,0.053975925,0.003034722,0.15,0.41,10.33,7|15|9,6|5|3|15|8|5|2|4|2|2|3,2.07
SARS-CoV2,nsp11,P27708,nsp11-P27708,CAD,0.361891781,0.98045728,0.086636423,0.000195099,0.92,0.01,4.67,5|6|3,0|0|0|1|1|1|0|2|0|0|1,8.56
SARS-CoV2,nsp11,P27816,nsp11-P27816,MAP4,0.346046951,0.99173156,0.058446583,0.000384981,0,0.59,4.67,4|5|5,6|2|3|4|2|4|3|2|4|4|3,1.39
SARS-CoV2,nsp11,P27824,nsp11-P27824,CANX,0.002030503,0.00000000,0.002961609,4.87E-05,0,0.69,0.33,0|1|0,0|0|0|0|0|0|0|0|0|0|0,3.33
SARS-CoV2,nsp11,P28070,nsp11-P28070,PSMB4,0.005009732,0.00000000,0.007307004,0.00011872,0,0.69,0.33,1|0|0,2|2|2|0|1|1|3|0|1|5|3,0.18
SARS-CoV2,nsp11,P28799,nsp11-P28799,GRN,0.218986312,0.56393181,0.065637871,0.000170191,0.07,0.47,1,1|0|2,0|0|2|2|3|0|0|3|1|0|0,1
SARS-CoV2,nsp11,P29372,nsp11-P29372,MPG,0.311766506,0.93117826,0.035675433,0.002384345,0,0.65,7.33,9|4|9,6|6|8|8|10|4|6|6|7|8|6,1.08
SARS-CoV2,nsp11,P29597,nsp11-P29597,TYK2,0.021465992,0.00000000,0.03131369,2.43E-05,0,0.69,0.33,0|1|0,0|0|1|1|0|1|0|0|1|1|1,0.61
SARS-CoV2,nsp11,P29692,nsp11-P29692,EEF1D,0.325685586,0.97342522,0.036978703,0.000911276,0,0.61,2.67,3|2|3,2|1|4|1|4|3|3|3|6|2|3,0.92
SARS-CoV2,nsp11,P30040,nsp11-P30040,ERP29,0.603232514,0.93188837,0.460551582,0.000718121,0.65,0.05,2,1|3|2,0|0|0|0|0|0|0|0|0|1|0,20
SARS-CoV2,nsp11,P30041,nsp11-P30041,PRDX6,0.318469228,0.99730260,0.015709367,0.000423964,0,0.69,1,1|1|1,3|6|5|4|3|2|1|1|2|2|1,0.37
SARS-CoV2,nsp11,P30048,nsp11-P30048,PRDX3,0.330894773,0.95078545,0.054765393,0.001126378,0.08,0.47,3,2|3|4,3|1|4|2|2|0|0|1|2|2|3,1.65
SARS-CoV2,nsp11,P30050,nsp11-P30050,RPL12,0.185654492,0.56717142,0.015553073,0.000554663,0,0.69,1,2|1|0,2|5|5|4|0|0|2|0|5|0|0,0.48
SARS-CoV2,nsp11,P30101,nsp11-P30101,PDIA3,0.345660574,0.99746401,0.055288448,0.00204999,0,0.6,11,12|12|9,8|7|8|9|6|4|2|4|8|7|6,1.75
SARS-CoV2,nsp11,P30153,nsp11-P30153,PPP2R1A,0.375466957,0.99730260,0.098856709,0.000322472,0.58,0.11,2,2|2|2,0|0|1|0|0|0|0|0|2|1|1,4.4
SARS-CoV2,nsp11,P30419,nsp11-P30419,NMT1,0.216299756,0.33073022,0.166673023,0.000593367,0.33,0.18,3.33,0|9|1,0|0|0|2|0|0|0|0|0|0|1,12.22
SARS-CoV2,nsp11,P30533,nsp11-P30533,LRPAP1,0.342883848,0.94598795,0.07440938,0.001646151,0.23,0.37,6.33,4|10|5,2|7|2|7|4|3|1|1|2|5|3,1.88
SARS-CoV2,nsp11,P30837,nsp11-P30837,ALDH1B1,0.318873644,0.97328929,0.027108155,0.000300088,0.64,0.08,1.67,2|2|1,0|0|0|0|0|0|0|0|0|0|0,16.67
SARS-CoV2,nsp11,P31040,nsp11-P31040,SDHA,0.008813061,0.00000000,0.012855299,0.000104791,0.17,0.4,0.67,0|0|2,2|0|2|1|0|0|0|0|1|0|0,1.22
SARS-CoV2,nsp11,P31153,nsp11-P31153,MAT2A,0.332504998,0.95551076,0.054993901,0.000401504,0.2,0.38,1.67,1|2|2,1|0|1|1|1|0|1|1|2|0|1,2.04
SARS-CoV2,nsp11,P31689,nsp11-P31689,DNAJA1,0.346696199,0.97255459,0.067994187,0.003898493,0.95,0.01,16.33,11|20|18,0|0|2|6|7|0|0|7|1|1|1,7.19
SARS-CoV2,nsp11,P31942,nsp11-P31942,HNRNPH3,0.058663936,0.00000000,0.085574705,0.000271751,0.21,0.37,1,3|0|0,0|2|1|7|0|0|0|0|0|0|0,1.1
SARS-CoV2,nsp11,P31943,nsp11-P31943,HNRNPH1,0.307505896,0.92975383,0.03011841,0.00041534,0.02,0.54,2,3|2|1,1|4|3|3|0|1|1|2|2|1|3,1.05
SARS-CoV2,nsp11,P32119,nsp11-P32119,PRDX2,0.251030808,0.62693712,0.084025011,0.000321344,0,0.69,0.67,0|1|1,1|0|1|0|1|0|0|0|1|0|1,1.47
SARS-CoV2,nsp11,P32121,nsp11-P32121,ARRB2,0.343404596,0.99124989,0.054780469,0.003642325,0,0.66,15.67,18|14|15,14|12|17|10|9|8|10|8|15|5|8,1.49
SARS-CoV2,nsp11,P32321,nsp11-P32321,DCTD,0.878941038,0.62693712,1,0.00035745,0,0.69,0.67,0|1|1,0|0|0|0|0|0|0|0|0|0|0,6.67
SARS-CoV2,nsp11,P32969,nsp11-P32969,RPL9,0.330678408,0.99625525,0.033956213,0.004438572,0,0.66,9,8|10|9,6|8|10|12|8|6|6|7|5|4|8,1.24
SARS-CoV2,nsp11,P33316,nsp11-P33316,DUT,0.329559838,0.97787290,0.040619975,0.001897971,0,0.63,5,4|5|6,4|5|5|6|5|5|5|5|6|2|3,1.08
SARS-CoV2,nsp11,P33992,nsp11-P33992,MCM5,0.325571658,0.99300920,0.028003238,0.000340754,0,0.59,2.67,3|3|2,4|3|3|3|1|1|1|1|2|7|2,1.05
SARS-CoV2,nsp11,P33993,nsp11-P33993,MCM7,0.244541717,0.62693712,0.074560958,8.85E-05,0,0.69,0.67,0|1|1,0|0|0|0|0|0|0|0|0|0|0,6.67
SARS-CoV2,nsp11,P35030,nsp11-P35030,PRSS3,0.329836103,0.99730260,0.03229197,0.000312395,0,0.69,1,1|1|1,1|1|1|1|1|1|1|1|1|1|1,1
SARS-CoV2,nsp11,P35226,nsp11-P35226,BMI1,0.050600118,0.00000000,0.073812993,9.61E-05,0,0.69,0.33,1|0|0,0|1|0|1|0|0|0|0|1|0|0,1.22
SARS-CoV2,nsp11,P35232,nsp11-P35232,PHB,0.338669175,0.99785064,0.044910337,0.002656056,0,0.63,7.67,7|9|7,4|4|10|3|6|3|8|4|6|7|6,1.38
SARS-CoV2,nsp11,P35241,nsp11-P35241,RDX,0.064015438,0.00000000,0.093382807,9.89E-05,0.32,0.23,0.67,0|2|0,0|0|0|0|0|0|0|0|0|0|0,6.67
SARS-CoV2,nsp11,P35268,nsp11-P35268,RPL22,0.328324193,0.97653535,0.039378199,0.006643137,0,0.63,9,12|8|7,5|6|5|7|10|7|6|8|7|7|7,1.32
SARS-CoV2,nsp11,P35269,nsp11-P35269,GTF2F1,0.228912544,0.54548874,0.088418117,0.000234617,0.25,0.35,1.33,0|3|1,0|0|0|3|1|1|0|0|0|1|0,2.44
SARS-CoV2,nsp11,P35613,nsp11-P35613,BSG,0.208839535,0.62693712,0.022479092,0.000165263,0,0.69,0.67,0|1|1,0|0|0|0|0|0|0|0|0|0|0,6.67
SARS-CoV2,nsp11,P35637,nsp11-P35637,FUS,0.336707022,0.94466736,0.066004838,0.000306275,0.05,0.49,1.67,2|1|2,1|2|4|2|0|0|0|0|2|2|1,1.31
SARS-CoV2,nsp11,P35659,nsp11-P35659,DEK,0.334214746,0.99807999,0.038306003,0.003016413,0,0.67,12,11|14|11,9|11|12|16|13|6|7|10|12|8|8,1.18
SARS-CoV2,nsp11,P36542,nsp11-P36542,ATP5F1C,0.334053958,0.96165755,0.054480565,0.001138009,0.87,0.01,3.67,4|5|2,0|0|0|2|0|0|0|0|0|2|0,10.08
SARS-CoV2,nsp11,P36578,nsp11-P36578,RPL4,0.128228493,0.36340684,0.023490586,0.000595279,0.15,0.42,2.67,7|0|1,0|5|8|8|0|0|0|0|6|0|0,1.09
SARS-CoV2,nsp11,P36873,nsp11-P36873,PPP1CC,0.049682763,0.00000000,0.072474777,9.70E-05,0,0.69,0.33,1|0|0,1|1|1|0|1|0|0|0|1|1|0,0.61
SARS-CoV2,nsp11,P36957,nsp11-P36957,DLST,0.027388057,0.00000000,0.039952218,6.92E-05,0,0.69,0.33,1|0|0,2|1|1|0|0|0|0|0|2|0|0,0.61
SARS-CoV2,nsp11,P36969,nsp11-P36969,GPX4,0.30684188,0.94466736,0.02243408,0.000817769,0.01,0.56,1.67,2|1|2,2|3|3|4|3|0|0|2|3|0|0,0.92
SARS-CoV2,nsp11,P37108,nsp11-P37108,SRP14,0.329577465,0.97912877,0.04007652,0.002350696,0,0.58,3.33,3|3|4,2|3|3|3|5|2|1|3|3|2|3,1.22
SARS-CoV2,nsp11,P37802,nsp11-P37802,TAGLN2,0.314815396,0.92077422,0.044820704,0.000652053,0.1,0.45,1.33,1|1|2,2|1|1|1|0|0|0|0|3|0|1,1.63
SARS-CoV2,nsp11,P38159,nsp11-P38159,RBMX,0.041164252,0.00000000,0.060047697,0.000160317,0.17,0.4,0.67,2|0|0,0|2|2|1|0|0|0|0|1|0|0,1.22
SARS-CoV2,nsp11,P38646,nsp11-P38646,HSPA9,0.32445552,0.99684345,0.024628398,0.002751132,0,0.68,19.67,19|20|20,17|12|18|17|18|15|12|9|13|14|15,1.35
SARS-CoV2,nsp11,P38919,nsp11-P38919,EIF4A3,0.022718733,0.00000000,0.033140033,0.000152516,0.12,0.43,0.67,2|0|0,1|2|2|1|0|0|1|0|1|0|0,0.92
SARS-CoV2,nsp11,P39019,nsp11-P39019,RPS19,0.329147439,0.99061680,0.034244898,0.006244732,0,0.67,9.67,11|11|7,14|12|9|14|6|4|5|7|8|10|8,1.1
SARS-CoV2,nsp11,P39023,nsp11-P39023,RPL3,0.017467919,0.00000000,0.025476907,0.000544401,0.1,0.45,2.33,7|0|0,1|7|9|4|0|0|0|0|9|0|0,0.86
SARS-CoV2,nsp11,P39748,nsp11-P39748,FEN1,0.325444736,0.93520254,0.053816728,0.00248185,0,0.58,10,5|14|11,11|9|3|14|9|4|2|1|1|5|10,1.59
SARS-CoV2,nsp11,P40227,nsp11-P40227,CCT6A,0.008264983,0.00000000,0.012055747,0.000108608,0.3,0.32,0.67,0|2|0,0|0|0|1|0|0|0|0|1|0|0,3.67
SARS-CoV2,nsp11,P40429,nsp11-P40429,RPL13A,0.015240251,0.00000000,0.022230646,0.000154394,0,0.69,0.33,1|0|0,0|2|1|1|0|0|0|0|2|0|0,0.61
SARS-CoV2,nsp11,P40616,nsp11-P40616,ARL1,0.340121465,0.94466736,0.070980642,0.000890058,0.64,0.08,1.67,2|1|2,0|0|0|0|0|0|0|0|0|0|0,16.67
SARS-CoV2,nsp11,P40926,nsp11-P40926,MDH2,0.208675723,0.62693712,0.022239928,0.000188243,0,0.69,0.67,0|1|1,3|1|1|1|1|1|0|0|4|1|2,0.49
SARS-CoV2,nsp11,P40938,nsp11-P40938,RFC3,0.020331003,0.00000000,0.02965751,8.10E-05,0,0.69,0.33,0|1|0,0|0|0|0|0|0|0|0|0|0|0,3.33
SARS-CoV2,nsp11,P40939,nsp11-P40939,HADHA,0.302758332,0.89207158,0.040153752,0.000283441,0.55,0.12,2.33,1|4|2,0|0|1|3|0|0|0|0|0|0|0,6.42
SARS-CoV2,nsp11,P41091,nsp11-P41091,EIF2S3,0.156031627,0.00000000,0.22761287,0.000122184,0.32,0.23,0.67,0|2|0,0|0|0|1|0|0|0|0|0|0|0,6.67
SARS-CoV2,nsp11,P41214,nsp11-P41214,EIF2D,0.121627979,0.00000000,0.177426136,9.88E-05,0.29,0.33,0.67,0|2|0,0|0|0|2|0|0|0|0|0|0|0,3.67
SARS-CoV2,nsp11,P41223,nsp11-P41223,BUD31,0.340574978,0.99219922,0.050234535,0.002596646,0.01,0.55,4,4|5|3,3|3|3|4|4|1|2|3|3|3|2,1.42
SARS-CoV2,nsp11,P41567,nsp11-P41567,EIF1,0.345658256,0.89561751,0.101129578,0.001350788,0.31,0.31,1.67,1|3|1,0|0|0|2|1|0|0|0|0|0|0,6.11
SARS-CoV2,nsp11,P42167,nsp11-P42167,TMPO,0.218625079,0.63013999,0.035312686,0.00013255,0,0.69,0.67,1|1|0,0|0|0|0|0|0|0|0|0|0|0,6.67
SARS-CoV2,nsp11,P42677,nsp11-P42677,RPS27,0.313292625,0.95551076,0.026938168,0.00377605,0,0.61,3.33,2|4|4,4|5|3|5|2|2|4|4|4|2|2,0.99
SARS-CoV2,nsp11,P42766,nsp11-P42766,RPL35,0.331862589,0.98850734,0.03918474,0.002833579,0,0.6,3.67,3|4|4,5|2|2|3|3|3|3|3|4|2|4,1.19
SARS-CoV2,nsp11,P43243,nsp11-P43243,MATR3,0.033169629,0.00000000,0.04838293,0.000444042,0.26,0.34,4,12|0|0,0|14|10|5|0|0|0|0|4|0|0,1.33
SARS-CoV2,nsp11,P43307,nsp11-P43307,SSR1,0.368946858,0.96516641,0.103808094,0.00043288,0.32,0.23,1.33,1|2|1,0|0|0|0|0|0|0|0|0|0|0,13.33
SARS-CoV2,nsp11,P43897,nsp11-P43897,TSFM,0.685510529,0.00000000,1,8.87E-05,0,0.69,0.33,0|1|0,0|0|0|0|0|0|0|0|0|0|0,3.33
SARS-CoV2,nsp11,P45973,nsp11-P45973,CBX5,0.02661594,0.00000000,0.038824896,0.000182149,0,0.69,0.33,0|0|1,0|1|1|1|1|0|0|0|0|0|1,0.73
SARS-CoV2,nsp11,P46063,nsp11-P46063,RECQL,0.413356501,0.99730260,0.154130292,0.00014633,0,0.69,1,1|1|1,0|0|1|0|1|0|0|0|0|0|0,5.5
SARS-CoV2,nsp11,P46109,nsp11-P46109,CRKL,0.326640602,0.99279934,0.029624468,0.004085917,0,0.69,13,12|13|14,18|15|15|18|16|12|15|12|18|14|14,0.86
SARS-CoV2,nsp11,P46776,nsp11-P46776,RPL27A,0.307087921,0.92975383,0.029501338,0.00126005,0.03,0.52,2,3|2|1,0|3|3|2|2|2|2|1|2|1|1,1.16
SARS-CoV2,nsp11,P46777,nsp11-P46777,RPL5,0.00513206,0.00000000,0.00748564,9.71E-05,0,0.69,0.33,0|1|0,0|2|1|10|0|0|0|0|1|0|0,0.26
SARS-CoV2,nsp11,P46778,nsp11-P46778,RPL21,0.30316838,0.94466736,0.017073652,0.001006878,0,0.69,1.67,2|1|2,4|4|3|4|4|3|1|1|2|3|1,0.61
SARS-CoV2,nsp11,P46779,nsp11-P46779,RPL28,0.201959708,0.62969160,0.011200541,0.000482719,0,0.69,0.67,1|0|1,1|2|2|2|2|2|1|2|3|1|2,0.37
SARS-CoV2,nsp11,P46781,nsp11-P46781,RPS9,0.312078815,0.94111741,0.031660507,0.002058268,0,0.61,4.33,5|6|2,1|4|4|4|3|6|2|2|6|6|5,1.11
SARS-CoV2,nsp11,P46782,nsp11-P46782,RPS5,0.322413879,0.99017656,0.024654498,0.002315361,0,0.62,5,4|6|5,6|7|2|10|4|3|3|2|3|4|2,1.2
SARS-CoV2,nsp11,P46783,nsp11-P46783,RPS10,0.328921755,0.99219922,0.033238061,0.002266164,0,0.59,4,4|5|3,5|4|2|7|3|1|1|4|2|3|4,1.22
SARS-CoV2,nsp11,P47756,nsp11-P47756,CAPZB,0.323186434,0.99730260,0.022591383,0.000342845,0,0.69,1,1|1|1,2|1|3|4|2|1|0|3|3|0|1,0.55
SARS-CoV2,nsp11,P47813,nsp11-P47813,EIF1AX,0.310253788,0.92077422,0.038164212,0.000901101,0.04,0.51,1.33,1|1|2,1|2|2|1|2|1|2|1|1|0|0,1.13
SARS-CoV2,nsp11,P47914,nsp11-P47914,RPL29,0.333884836,0.99730260,0.038195656,0.000597283,0,0.69,1,1|1|1,1|1|1|1|1|0|0|1|1|0|1,1.38
SARS-CoV2,nsp11,P48047,nsp11-P48047,ATP5PO,0.00425685,0.00000000,0.00620858,0.000135378,0,0.69,0.33,0|1|0,1|0|1|1|1|0|0|0|1|1|1,0.52
SARS-CoV2,nsp11,P48444,nsp11-P48444,ARCN1,0.354363218,0.92665782,0.099863628,0.000665496,0.99,0,3.67,2|6|3,0|0|0|0|0|0|0|0|0|0|0,36.67
SARS-CoV2,nsp11,P48507,nsp11-P48507,GCLM,0.208502303,0.62969160,0.020746768,0.00024136,0,0.69,0.67,1|0|1,2|1|1|1|1|1|1|1|4|2|2,0.43
SARS-CoV2,nsp11,P48643,nsp11-P48643,CCT5,0.201887076,0.63013999,0.010896009,0.000111234,0,0.69,0.67,1|1|0,0|1|0|0|1|0|0|1|0|0|0,2.44
SARS-CoV2,nsp11,P48730,nsp11-P48730,CSNK1D,0.307788693,0.92077422,0.034573326,0.000312671,0.02,0.53,1.33,1|1|2,2|3|3|2|1|0|0|1|0|1|2,0.98
SARS-CoV2,nsp11,P49207,nsp11-P49207,RPL34,0.009652503,0.00000000,0.014078432,0.00026788,0,0.69,0.33,1|0|0,0|2|0|0|0|0|0|0|0|0|1,1.22
SARS-CoV2,nsp11,P49327,nsp11-P49327,FASN,0.015783825,0.00000000,0.023024818,1.39E-05,0,0.69,0.33,0|0|1,0|0|0|1|0|0|0|0|0|0|0,3.33
SARS-CoV2,nsp11,P49368,nsp11-P49368,CCT3,0.005099622,0.00000000,0.007438245,0.000105818,0.23,0.36,0.67,0|2|0,0|0|1|0|2|0|0|0|1|0|0,1.83
SARS-CoV2,nsp11,P49411,nsp11-P49411,TUFM,0.275875762,0.81438838,0.035896363,0.00087232,0.57,0.11,4,5|1|6,3|0|0|0|0|0|0|0|2|4|1,4.4
SARS-CoV2,nsp11,P49458,nsp11-P49458,SRP9,0.336437146,0.99173156,0.044386619,0.005156956,0.03,0.52,4.67,4|5|5,1|2|4|5|4|2|3|3|4|1|1,1.71
SARS-CoV2,nsp11,P49589,nsp11-P49589,CARS,0.104842305,0.00000000,0.152940256,3.86E-05,0,0.69,0.33,0|1|0,0|0|0|0|0|0|0|0|1|0|1,1.83
SARS-CoV2,nsp11,P49674,nsp11-P49674,CSNK1E,0.321138216,0.97328929,0.030411006,0.000372946,0.02,0.53,1.67,2|2|1,1|3|0|3|1|2|1|1|2|2|1,1.08
SARS-CoV2,nsp11,P49756,nsp11-P49756,RBM25,0.330329047,0.95830308,0.050561589,0.000557328,0.02,0.53,5,3|7|5,6|4|4|5|3|3|3|1|4|2|2,1.49
SARS-CoV2,nsp11,P49761,nsp11-P49761,CLK3,0.327537596,0.00000000,0.477800865,5.45E-05,0,0.69,0.33,0|0|1,0|0|0|0|0|0|0|0|0|0|0,3.33
SARS-CoV2,nsp11,P49915,nsp11-P49915,GMPS,0.348560765,0.95078545,0.080542151,0.000416093,0.13,0.42,3,2|3|4,0|3|1|2|1|2|2|2|1|1|3,1.83
SARS-CoV2,nsp11,P50402,nsp11-P50402,EMD,0.322358249,0.97342522,0.03212405,0.001008144,0.7,0.02,2.67,3|2|3,1|0|2|2|0|0|0|0|1|0|0,4.89
SARS-CoV2,nsp11,P50454,nsp11-P50454,SERPINH1,0.365297347,0.99366164,0.085644932,0.002091254,1,0,9.33,10|11|7,1|0|3|2|0|0|0|1|1|2|2,8.56
SARS-CoV2,nsp11,P50579,nsp11-P50579,METAP2,0.076380349,0.00000000,0.111419629,0.000180976,0.33,0.19,1,0|3|0,0|0|0|1|0|0|0|0|0|0|0,10
SARS-CoV2,nsp11,P50914,nsp11-P50914,RPL14,0.308732095,0.91223452,0.039787961,0.000895081,0.05,0.49,2,3|1|2,3|5|4|1|0|0|1|0|3|0|1,1.22
SARS-CoV2,nsp11,P50990,nsp11-P50990,CCT8,0.304978093,0.94466736,0.019719801,0.000293979,0.52,0.12,1.67,2|1|2,1|0|0|0|0|1|0|0|0|0|1,6.11
SARS-CoV2,nsp11,P50991,nsp11-P50991,CCT4,0.198006123,0.62693712,0.006676068,0.000118045,0,0.69,0.67,0|1|1,0|0|1|2|5|0|1|2|0|1|1,0.56
SARS-CoV2,nsp11,P51571,nsp11-P51571,SSR4,0.3457582,0.97984497,0.063355115,0.002695831,0.88,0.01,5,4|7|4,1|1|1|1|0|1|1|1|1|1|0,6.11
SARS-CoV2,nsp11,P51610,nsp11-P51610,HCFC1,0.329167315,0.94466736,0.05500813,7.92E-05,0.07,0.47,1.67,2|1|2,1|2|1|1|2|1|0|2|2|1|0,1.41
SARS-CoV2,nsp11,P51617,nsp11-P51617,IRAK1,0.023317515,0.00000000,0.034014418,4.89E-05,0,0.69,0.33,0|0|1,0|0|0|0|0|0|0|0|0|0|0,3.33
SARS-CoV2,nsp11,P51858,nsp11-P51858,HDGF,0.361222047,0.97328929,0.088881635,0.00064644,0.12,0.43,1.67,2|2|1,0|2|2|3|0|1|0|1|1|0|1,1.67
SARS-CoV2,nsp11,P51970,nsp11-P51970,NDUFA8,0.338250878,0.97187092,0.056001747,0.001641847,0.46,0.13,3,2|4|3,1|3|2|2|1|0|0|0|1|1|0,3
SARS-CoV2,nsp11,P51991,nsp11-P51991,HNRNPA3,0.022844167,0.00000000,0.033320734,0.000414576,0.02,0.54,1.67,5|0|0,1|9|10|6|0|0|0|0|4|1|0,0.59
SARS-CoV2,nsp11,P52272,nsp11-P52272,HNRNPM,0.263781079,0.78749362,0.030356404,0.001015834,0.01,0.56,8,15|7|2,7|16|12|8|2|1|3|2|12|4|3,1.26
SARS-CoV2,nsp11,P52292,nsp11-P52292,KPNA2,0.210703148,0.63013999,0.02375659,0.000113757,0,0.69,0.67,1|1|0,0|0|0|1|0|0|0|0|0|0|0,6.67
SARS-CoV2,nsp11,P52597,nsp11-P52597,HNRNPF,0.309188491,0.96610438,0.016211402,0.00054151,0,0.69,2.33,2|2|3,4|6|3|12|2|1|0|1|5|1|4,0.66
SARS-CoV2,nsp11,P52907,nsp11-P52907,CAPZA1,0.322575256,0.89986125,0.065552704,0.00067617,0.3,0.32,2,1|2|3,1|0|0|1|0|1|0|1|3|1|1,2.44
SARS-CoV2,nsp11,P52926,nsp11-P52926,HMGA2,0.012150199,0.00000000,0.017722021,0.000264546,0,0.69,0.33,0|1|0,0|0|0|1|1|1|1|1|2|0|0,0.52
SARS-CoV2,nsp11,P53007,nsp11-P53007,SLC25A1,0.187171457,0.54548874,0.027526207,0.000390023,0.33,0.19,1.33,0|3|1,0|0|0|0|0|0|0|0|0|0|0,13.33
SARS-CoV2,nsp11,P53350,nsp11-P53350,PLK1,0.345419144,0.98487593,0.060613668,0.000687666,0,0.59,4.33,4|4|5,6|8|6|2|2|1|0|3|5|1|3,1.29
SARS-CoV2,nsp11,P53582,nsp11-P53582,METAP1,0.092990697,0.00000000,0.135650547,0.000149407,0.29,0.33,0.67,0|2|0,0|0|0|2|0|0|0|0|0|0|0,3.67
SARS-CoV2,nsp11,P53597,nsp11-P53597,SUCLG1,0.014186622,0.00000000,0.020694115,0.000100551,0,0.69,0.33,0|0|1,0|0|1|1|1|0|0|0|0|0|0,1.22
SARS-CoV2,nsp11,P53618,nsp11-P53618,COPB1,0.338999708,0.98283197,0.052166284,0.001015265,1,0,10.33,8|14|9,0|0|1|1|0|0|0|2|0|0|0,28.42
SARS-CoV2,nsp11,P53985,nsp11-P53985,SLC16A1,0.213735372,0.62693712,0.029620205,0.000254504,0.64,0.08,1.33,0|2|2,0|0|0|0|0|0|0|0|0|0|0,13.33
SARS-CoV2,nsp11,P53999,nsp11-P53999,SUB1,0.330342983,0.99946382,0.031975144,0.009921034,0,0.68,13.33,14|14|12,12|13|15|15|13|11|12|10|13|11|11,1.08
SARS-CoV2,nsp11,P54577,nsp11-P54577,YARS,0.140772167,0.00000000,0.205345375,0.000983029,0.33,0.18,6,0|18|0,0|0|0|4|0|0|0|0|0|0|0,16.5
SARS-CoV2,nsp11,P54709,nsp11-P54709,ATP1B3,0.207769234,0.62693712,0.020917225,0.00022805,0,0.69,0.67,0|1|1,0|0|0|0|0|0|0|0|0|0|0,6.67
SARS-CoV2,nsp11,P54819,nsp11-P54819,AK2,0.024370516,0.00000000,0.035549878,0.000120651,0,0.69,0.33,0|1|0,1|0|3|1|0|0|0|0|0|0|0,0.73
SARS-CoV2,nsp11,P54886,nsp11-P54886,ALDH18A1,0.32457102,0.94466736,0.048300366,0.000405284,0,0.61,3.33,4|2|4,6|1|5|3|0|1|2|3|5|5|5,1.02
